"Organisation","Full Name","Post Title","Office Tel"
"Fire Services Department","Mr. LI Kin Yat, Daryl, FSDSM","Director of Fire Services","2733 7711,2739 0989"
"Fire Services Department","Mr. LEUNG Wai Hung, Joseph, FSDSM","Dep Director of Fire Services","2733 7722,2723 3244"
""
"Organisation","Service Name","Office Tel"
"Fire Services Department","Enquiry","2723 8787"
""
"Organisation","Department","Full Name","Post Title","Office Tel"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. LAM Ming Yip","Asst Commandant (Quality Assurance)","2411 8813"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. CHOI Kwok Chung","Asst Commandant (Technical Rescue)","2411 8804"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. YIP Hor Man","Asst Commandant (Foundation Training)","2411 8803"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. MA Shun Cheong","Asst Commandant (Ambulance Services Training)","2411 8702"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. LAM Wai To","Asst Div Offr (Foundation Training)1","2411 8807"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. TSUI Ka Ho","Asst Div Offr (Foundation Training)2","2411 8806"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. CHOY Ka Fai","Asst Div Offr (Foundation Training)3","2411 8812"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. TANG Kam Fu","Asst Div Offr (Driving Training Centre)","2411 8750"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. CHOI Tsz Leung","Asst Div Offr (Compartment Fire Behaviour Training)1(Adm) (Ag)","2411 8861"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. HOR Herman","Asst Div Offr (Compartment Fire Behaviour Training)2 (Ag)","2411 8852"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. KWOK Chi Kwan","Asst Div Offr (High Angle Rescue Team)","2411 8811"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. NG Ka Lok","Asst Div Offr (Urban Search and Rescue)","2411 8819"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. NG Hin Wah","Asst Div Offr (HazMat) (Ag)","2411 8848"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. LEUNG Ka Sing","Asst Div Offr (Rescue Training Centre)","2114 8018"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. LO Shui Sang","Asst Div Offr (Quality Assurance and Training)","2411 8815"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. CHEUNG Yiu Cho","Asst Div Offr (Incident Safety Team)H","2557 6308"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. LAM Wing Tat, Rickie","Asst Div Offr (Incident Safety Team)K","2673 5116"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. WONG Yiu Cheong","Asst Div Offr (Incident Safety Team)NTN","2320 2096"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. CHOW Chiu Leung","Asst Div Offr (Incident Safety Team)NTS","2673 5299"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. WONG Lut Man","Supt (Quality Assurance and Ambulance Services Training)","2411 8703"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. CHEUNG Yung","Sr Ambulance Offr (Foundation Training)1","2411 8706"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. LIU Kay Yip","Sr Ambulance Offr (Foundation Training)2","2411 8707"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. CHAN Tin Lok","Sr Ambulance Offr (Quality Assurance)1","2411 8708"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. LEUNG Hoi Kei","Sr Ambulance Offr (Quality Assurance)2","2411 8709"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Mr. TAM Kit Fung","Sr Ambulance Offr (Paramedic Development)","2640 3708"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Ms. CHAN Ying Fong, Karrie","EO(FASA)","2411 8818"
"Fire Services Department","Fire Services Headquarters Command,Fire and Ambulance Services Academy (FASA)","Ms. CHING Mei Yee, Alexandria","CO(FASA)","2411 8820"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Mr. KWOK Pak Chiu, Ryan","Sr Div Offr (4GMS)","2733 1512"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Ms. CHEUNG Wai Man, Evelyn","Asst Div Offr (4GMS) (Ag)","2733 5814"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Mr. CHEUNG Kwok Fung, Edwin","Sr Amb Offr (4GMS)","2733 5867"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Mr. CHAM Ho Wan, Hugo","Sr Station Offr (4GMS)1","2733 5865"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Ms. WONG On Ki","Sr Station Offr (4GMS)2","2733 5864"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Mr. WONG Chi Shing, Patrick","Station Offr (4GMS)","2733 5866"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Mr. TSANG Chi Pan, Dias","Land Surveyor (4GMS)","2733 4060"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Mr. HON Ming, Billy","Engr/E&amp;R (4GMS)1","2733 4061"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Mr. NG Kam Hon, Joe","Engr/E&amp;R (4GMS)2","2733 4080"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Mr. YUEN Chi Wan, Vincent","IT Sys Manager (4GMS)","2733 5863"
"Fire Services Department","Fire Services Headquarters Command,Fourth Generation Mobilising System Unit (4GMS)","Mr. LAM Kat Hung, Alex","Sys Manager (4GMS)","2733 5869"
"Fire Services Department","Fire Services Headquarters Command,Information Technology Management Unit (ITMU)","Mr. CHIU Wai Kin","Sr Div Offr (Information Technology Management Unit)","2733 5830"
"Fire Services Department","Fire Services Headquarters Command,Information Technology Management Unit (ITMU)","Mr. CHAN To Cheung","Div Offr (Information Technology Management Unit)","2733 7866"
"Fire Services Department","Fire Services Headquarters Command,Information Technology Management Unit (ITMU)","Mr. WONG Man Yan","Asst Div Offr (Information Technology Management Unit)1","2733 7655"
"Fire Services Department","Fire Services Headquarters Command,Information Technology Management Unit (ITMU)","Mr. NG Shiu Kwan","Asst Div Offr (Information Technology Management Unit)2","2733 7898"
"Fire Services Department","Fire Services Headquarters Command,Information Technology Management Unit (ITMU)","Mr. NG Wing Fat","Sr Station Offr (Information Technology Management Unit) 2","2733 7536"
"Fire Services Department","Fire Services Headquarters Command,Information Technology Management Unit (ITMU)","Mr. TSANG Man Fat","Sr Station Offr (Information Technology Management Unit)3","2733 5818"
"Fire Services Department","Fire Services Headquarters Command,Information Technology Management Unit (ITMU)","Mr. LAM Yiu Wah","Information Technology Services Manager (Information Technology Management Unit)","2733 7810"
"Fire Services Department","Fire Services Headquarters Command,Information Technology Management Unit (ITMU)","Mr. IP Shing Kee","Senior Telecommunications Engineer (Information Technology Management Unit)","2733 7817"
"Fire Services Department","Fire Services Headquarters Command,Information Technology Management Unit (ITMU)","Mr. CHAN Ho Chiu, Elton","Land Surveyor (Information Technology Management Unit)","2733 7812"
"Fire Services Department","Fire Services Headquarters Command,Information Technology Management Unit (ITMU)","Ms. LAI Tsui Ping, Anne","CO","2733 7864"
"Fire Services Department","Fire Services Headquarters Command,Information Unit","Ms. HO Kan Wah, Margaret","Prin Infn Offr","2733 7720"
"Fire Services Department","Fire Services Headquarters Command,Information Unit","Ms. IP Chui Ying, Michelle","Sr Infn Offr","2733 7539"
"Fire Services Department","Fire Services Headquarters Command,Information Unit","Mr. LIN Ka Tsun, Caleb","Infn Offr","2733 7719"
"Fire Services Department","Fire Services Headquarters Command,Information Unit","Ms. LING Tsz Wun, Vienna","Infn Offr","2733 7870"
"Fire Services Department","Fire Services Headquarters Command,Information Unit","Mr. LAM Tsz Him, Keith","Asst Infn Offr","2733 7850"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. LOK Kin Chong","Sr Div Offr (Management Group)","2733 7747"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. CHEU Yu Kok","Div Offr (Management Group)1","2733 7818"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. AU YEUNG Hong","Div Offr (Management Group)2","2733 7820"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. KONG Wai Chung","Asst Div Offr (Management Group)1","2733 7741"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. NG Chin To","Asst Div Offr (Management Group)2 (Ag)","2733 7742"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. WAN Fai","Asst Div Offr (Management Group)3","2733 7525"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)"," (VACANT)","Asst Div Offr (Management Group)4","2733 7570"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. TANG Long Kiu","Sr Station Offr (Management Group)1","2733 7743"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. CHEUNG Chun Ngai","Sr Station Offr (Management Group)2","2733 7853"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. KWAN Yiu Ki, George","Sr Station Offr (Management Group)3","2733 7892"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. MONG Wai Yu","Sr Station Offr (Management Group) Special Duty","2733 4088"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. FAN Chi Ho","Sr Station Offr (Management Group) Special Duty1","2733 5848"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Mr. CHAN Chun Tat","CEO (Publications)","2733 1590"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Miss TSE Hoi Kei, Emily","EO (Management Group)1","2733 5859"
"Fire Services Department","Fire Services Headquarters Command,Management Group (MG)","Miss KWONG Chi Yan, Giann","EO (Management Group)2","2733 4057"
"Fire Services Department","Management Group (MG),Fire Services Club","","",""
"Fire Services Department","Management Group (MG),Occupational Safety and Health Unit (OSHU)","Mr. LEUNG Kar Chun","Div Offr (OSH)","2411 8651"
"Fire Services Department","Management Group (MG),Occupational Safety and Health Unit (OSHU)","Ms. LAU Shuk Fai","Supt (OSH)","2411 8653"
"Fire Services Department","Management Group (MG),Occupational Safety and Health Unit (OSHU)","Mr. CHOW Chin Choi","Asst Div Offr (OSH)","2411 8652"
"Fire Services Department","Management Group (MG),Occupational Safety and Health Unit (OSHU)","Mr. LI Yiu Man","Sr Div Occupational Safety Offr (OSH)","2411 8654"
"Fire Services Department","Management Group (MG),Occupational Safety and Health Unit (OSHU)","Mr. CHAN Wai Cheong","Sr Ambulance Offr (OSH)","2411 8655"
"Fire Services Department","Management Group (MG),Occupational Safety and Health Unit (OSHU)","Mr. CHAN Wai Yip","Sr Station Offr (OSH)","2411 8656"
"Fire Services Department","Management Group (MG),Occupational Safety and Health Unit (OSHU)","Mr. LO Pak Hei","Occupational Safety Offr II(OSH)","2411 8657"
"Fire Services Department","Fire Services Headquarters Command,Mobilizing and Communications Group (MC)","Mr. LEUNG Wai Lok","Sr Div Offr (Mobilizing &amp; Communications Group)","2733 7828"
"Fire Services Department","Fire Services Headquarters Command,Mobilizing and Communications Group (MC)","Mr. FOK Chun Ming","Div Offr (Mobilizing &amp; Communications Group)","2733 7763"
"Fire Services Department","Fire Services Headquarters Command,Mobilizing and Communications Group (MC)","Mr. WOO Yuen Kwong, Wilson","Asst Div Offr (Mobilizing &amp; Communications Group)1","2733 1584"
"Fire Services Department","Fire Services Headquarters Command,Mobilizing and Communications Group (MC)","Mr. WONG Sze Lut, Sunny","Asst Div Offr (Mobilizing &amp; Communications Group)2","2733 7895"
"Fire Services Department","Fire Services Headquarters Command,Mobilizing and Communications Group (MC)","Mr. LO Shun Kit","Asst Div Offr (Mobilizing &amp; Communications Group)3","2733 7895"
"Fire Services Department","Fire Services Headquarters Command,Mobilizing and Communications Group (MC)","Mr. LEE Kui Hung, Scott","Asst Div Offr (Mobilizing &amp; Communications Group)4","2733 7895"
"Fire Services Department","Mobilizing and Communications Group (MC),Fire Services Communications Centre","","",""
"Fire Services Department","Fire Services Headquarters Command,Physical Training Establishment","Mr. FUNG Kwok Hai, Michael","Div Offr (Physical Education)","2411 8615"
"Fire Services Department","Fire Services Headquarters Command,Physical Training Establishment","Mr. LEE Ka Ming","Asst Div Offr (Physical Education)","2411 8616"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. WONG Ka Wing","Sr Div Offr (Planning Group)","2733 7878"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. HO Chun Man","Div Offr (Planning Group)1 (Ag)","2733 7819"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. WONG Yuk Ping","Div Offr (Planning Group)2","2733 7888"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. HO Chun Man","Asst Div Offr (Planning Group)1","2733 7736"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. NG Shiu Yan","Asst Div Offr (Planning Group)2","2733 7735"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. HO Chun Pong","Asst Div Offr (Planning Group)3","2733 7716"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. CHAN Ming Chung","Asst Div Offr (Planning Group)4","2733 7737"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. YEUNG Keung","Sr Station Offr (Planning Group) SD","2733 5820"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. FUNG King Nam","Sr Station Offr (Planning Group)1","2733 7738"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. AU Ting Hin","Sr Station Offr (Planning Group)2","2733 7739"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. WONG Ka Ho","Sr Station Offr (Planning Group)3","2733 7740"
"Fire Services Department","Fire Services Headquarters Command,Planning Group (PG)","Mr. CHOW Yin Hei","Sr Station Offr (Planning Group)4","2733 7758"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Mr. YUNG Kam Hung, Michael","Sr Div Offr (P&amp;L)","2733 7654"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Mr. YIU Yau Pon","DO (P&amp;L)","2733 5868"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Mr. CHAN Wai Kay","ADO(P&amp;L)1","2733 7759"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Mr. YUNG Wai Ming","ADO(P&amp;L)2","2733 5839"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group"," (VACANT)","SStnO(P&amp;L)1","2733 7603"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Mr. HO Yu Bong","SStnO(P&amp;L)2","2733 5858"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Mr. TAM Yuk Man","Chief Supplies Officer","2733 7686"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Ms. CHAN Lai Kuen, Wendy","Senior Supplies Officer","2733 1573"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Mr. WONG Cheong Hong, Arby","Supplies Officer","2733 7685"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Mr. IP Tsan Chuen, Tony","Assistant Supplies Officer","2733 7663"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Mr. LUI Chi Yu, Luke","Assistant Supplies Officer","2733 7824"
"Fire Services Department","Fire Services Headquarters Command,Procurement & Logistics Group","Mr. PUK Yui San","Assistant Supplies Officer","2733 7829"
"Fire Services Department","Fire Services Headquarters Command,Recruitment, Training and Examination Group (RTE)","Mr. TAI Kei Wai","Sr Div Offr (Recruitment, Training &amp; Examination Group)","2411 8601"
"Fire Services Department","Fire Services Headquarters Command,Recruitment, Training and Examination Group (RTE)","Mr. WONG King Man","Div Offr (Recruitment, Training &amp; Examination Group)","2411 8602"
"Fire Services Department","Fire Services Headquarters Command,Recruitment, Training and Examination Group (RTE)","Mr. LAI Wai Hei","Asst Div Offr (Recruitment, Training &amp; Examination Group)1","2411 8603"
"Fire Services Department","Fire Services Headquarters Command,Recruitment, Training and Examination Group (RTE)","Mr. NGAI Chor Fung, Albert","Asst Div Offr (Recruitment, Training &amp; Examination Group)2","2411 8604"
"Fire Services Department","Fire Services Headquarters Command,Recruitment, Training and Examination Group (RTE)","Mr. SZE Man Yuk, Simon","Asst Div Offr (Recruitment, Training &amp; Examination Group)3","2411 8605"
"Fire Services Department","Fire Services Headquarters Command,Recruitment, Training and Examination Group (RTE)","Mr. WONG Ming Fai, Wilkins","Sr Trg Offr (Recruitment, Training &amp; Examination Group)","2411 8606"
"Fire Services Department","Fire Services Headquarters Command,Recruitment, Training and Examination Group (RTE)","Mr. HUI Kwong Ho, Conal","Sr Station Offr (Recruitment, Training &amp; Examination Group)","2411 8608"
"Fire Services Department","Recruitment, Training and Examination Group (RTE),Knowledge Management","Ms. PANG Yin Hung, Tamara","Senior Knowledge Management Officer","2411 8715"
"Fire Services Department","Recruitment, Training and Examination Group (RTE),Knowledge Management","Mr. WONG Pui Leung, James","Knowledge Management Officer","2411 8714"
"Fire Services Department","Fire Services Headquarters Command,Special Project Unit","Mr. WAI Kin Fai","SDO (SP)","2733 7755"
"Fire Services Department","Fire Services Headquarters Command,Special Project Unit","Mr. WU Sit Hung","Superintendent (SP)","2733 7760"
"Fire Services Department","Fire Services Headquarters Command,Welfare Section","Mr. TSE Ho Ying","Fire Services Welfare Offr","2733 7555"
"Fire Services Department","Fire Services Headquarters Command,Welfare Section","Mr. YIK Kwok Hung","Asst Fire Services Welfare Offr","2733 7642"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. CHUNG Cheuk Ming","Sr Electrical &amp; Mechanical Engr","2302 5365"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. LO Chun Wai, David","Electrical &amp; Mechanical Engr (Technical Support)","2302 5366"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. CHEUNG Wing Cheong","Electrical &amp; Mechanical Engr (Fire Appliances)","2302 5391"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. TANG Chi Fai","Asst Div Offr (Transport)","2302 5367"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. CHAN Kwok Wing","Ch Tech Offr","2737 7110"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. FUNG Chi Fai","Sr Station Offr (Transport)","2302 5368"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. WONG Wai Ip","Sr Mech Insp (Hong Kong)","2201 3488"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. CHU Yee Kong","Sr Mech Insp (Kowloon)","2750 5283"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. LAM Hing Kwok","Sr Mech Insp (New Territories)","2370 0038"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. KWAN Ho Fung","Mech Insp (Hong Kong)","2201 3400"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. KWOK Kai Nga, Minta","Mech Insp (Kowloon)","2750 5649"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. KWOK Man Kin","Mech Insp (New Territories)","2737 7105"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. YEUNG Tak Wa","Mech Insp (Training &amp; Inspection)","2750 7635"
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. LAM Wai Kwong","Mech Insp (Technical Support)",""
"Fire Services Department","Fire Services Headquarters Command,Workshops & Transport Division","Mr. LUI Shung Bun","Mech Insp (Fire Appliances)","2302 5371"
"Fire Services Department","Fire Services Department,Hong Kong Island, Islands and Marine Fire Command Headquarters","Mr. KONG Ping Lam, FSDSM","Assistant Director  (Hong Kong Island, Islands &amp; Marine)","2549 9543,3669 0818"
"Fire Services Department","Fire Services Department,Hong Kong Island, Islands and Marine Fire Command Headquarters","Mr. KWAN Kam Wing","Dep Ch Fire Offr (Hong Kong Island, Islands and Marine)","2549 9547,3669 0828"
"Fire Services Department","Fire Services Department,Hong Kong Island, Islands and Marine Fire Command Headquarters","Mr. NG Yau Sheung","Fire Staff Offr (Hong Kong)","3669 0838"
"Fire Services Department","Fire Services Department,Hong Kong Island, Islands and Marine Fire Command Headquarters","Mr. YEUNG Sui Sang","Asst Fire Staff Offr (Hong Kong Island, Islands and Marine)","3669 0868"
"Fire Services Department","Fire Services Department,Hong Kong Island, Islands and Marine Fire Command Headquarters","Miss WONG Hei Ting, Jessica","EO(H)","3669 0889"
"Fire Services Department","Fire Services Department,Hong Kong Island, Islands and Marine Fire Command Headquarters","Ms. LAU Suk Mun","SCO(H)","3669 0878"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Central Division","Mr. TONG Chung Wai","Div Commander (Hong Kong Central)","2802 7525"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Central Division","Mr. TUNG Kok Keung","Div Offr (Hong Kong Central)","2548 4931"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Central Division","Mr. LIU Chun Wor","Station Commander Central Fire Station","2522 0367"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Central Division","Mr. FUNG Chun Fan","Station Commander Sheung Wan Fire Station","2559 2417"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Central Division","Mr. YEUNG Kai Wang","Station Commander Wan Chai Fire Station","2891 2587"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Central Division","Ms. LAM Chun Sai","Station Commander Kotewall and Victoria Peak Fire Station","2858 4803"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Central Division","Mr. LAU Yu Kit","Station Commander Kong Wan Fire Station","2802 0947"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,East Division","Mr. YANG Kin Sang","Div Commander (Hong Kong East)","2508 9690"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,East Division","Mr. LU Chau Ming","Div Offr (Hong Kong East)","2571 6632"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,East Division","Mr. CHAN Wing Sum","Station Commander North Point Fire Station","2561 5260"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,East Division","Mr. YUNG Tak Ming","Station Commander Sai Wan Ho Fire Station","2569 3165"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,East Division","Mr. TONG Wai Tung","Station Commander Chai Wan Fire Station","2558 7178"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,East Division","Mr. LEUNG King Cheung","Station Commander Braemar Hill Fire Station","2571 5063"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,East Division","Mr. KWOK Wai Shun","Station Commander Tung Lo Wan Fire Station","2571 8760"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,East Division","Mr. CHAN Ka Lok","Station Commander Shau Kei Wan Fire Station","2884 3197"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,West Division","Mr. LIU Cheuk Fan, FSMSM","Div Commander (Hong Kong West)","2551 8644"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,West Division","Mr. LAM Yiu Sun","Div Offr (Hong Kong West)","2551 9758"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,West Division","Mr. CHAN Shing Lee","Station Commander Kennedy Town Fire Station","2818 7046"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,West Division","Mr. HUNG Hing Chiu","Station Commander Sandy Bay Fire Station","2904 9672"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,West Division","Mr. CHEUNG Ka Man","Station Commander Ap Lei Chau Fire Station","2814 8836"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,West Division","Mr. CHAN Kai Yin","Station Commander Aberdeen Fire Station","2552 5280"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,West Division","Mr. WU Chun Lok","Station Commander Pok Fu Lam Fire Station","2551 8301"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,West Division","Mr. TSANG Wai Ming","Station Commander Chung Hom Kok Fire Station","2813 2496"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Marine and Diving Division","Mr. CHAN Wai Ho, Kenneth, FSMSM","Div Commander (Marine and Diving)","2534 7252"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Marine and Diving Division","Mr. CHUNG Man Biu","Div Offr (Marine)1","2534 7253"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Marine and Diving Division","Mr. YIU Men Yeung","Div Offr (Marine)2","2534 7255"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Marine and Diving Division","Mr. CHAN Man Fai","Div Offr (Div)","2195 2310"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Marine and Diving Division","Mr. NG Wah Sum","Asst Div Offr (Marine)1","2534 7250"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Marine and Diving Division","Mr. LO Wai Pun","Asst Div Offr (Marine)2","2534 7256"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Marine and Diving Division","Mr. LI Kai Chung","Asst Div Offr (Marine)3","2534 7254"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Marine and Diving Division","Mr. HO Kin Ho","Asst Div Offr (Marine)4","2534 7257"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Marine and Diving Division","Mr. YUEN Kin Pun","Asst Div Offr (Div)1","2195 2311"
"Fire Services Department","Hong Kong Island, Islands and Marine Fire Command Headquarters,Marine and Diving Division","Mr. CHAN Yu Hoi","Asst Div Offr (Div)2","2195 2312"
"Fire Services Department","Fire Services Department,Kowloon Fire Command Headquarters","Mr. LO Siu Hang, FSDSM, FSMSM","Assistant Director (Kowloon)","2721 1433,2354 2938"
"Fire Services Department","Fire Services Department,Kowloon Fire Command Headquarters","Mr. YAU Chi On","Dep Ch Fire Offr (Kowloon)","2724 4155,2354 2923"
